4,-4,NSIikAqx5AY9voLvrqvYxM9Y/aI=,DJtlSLix18zFJzGohC3zFAsE1BM=
4,-3,NSIikAqx5AY9voLvrqvYxM9Y/aI=,Z/TZ47AEPrsRlTfVwgEyVHbu4xE=
4,-2,elmU33ZOYO/56KzEbCvrG1y2bR4=,puawGVl3WH5qImj4Jno9w4tB31A=
4,-1,elmU33ZOYO/56KzEbCvrG1y2bR4=,+recrLgGPXoEGdMVTgEMmfk72w8=
4,-5,elmU33ZOYO/56KzEbCvrG1y2bR4=,DJtlSLix18zFJzGohC3zFAsE1BM=
3,-5,elmU33ZOYO/56KzEbCvrG1y2bR4=,QY3MxItWWII2CPsc24PF7MgGE3I=
3,-1,elmU33ZOYO/56KzEbCvrG1y2bR4=,2hT44H7NeYJn67l43Qgb1JHs2wg=
3,-2,elmU33ZOYO/56KzEbCvrG1y2bR4=,q6k45AcFUNdwZyNDotq6tWd6Yo4=
3,-3,elmU33ZOYO/56KzEbCvrG1y2bR4=,PicdhxQqVIwzXRNEf4fbRlKeRjo=
3,-4,elmU33ZOYO/56KzEbCvrG1y2bR4=,M0xP6fiMn7rLD59NPTCYQV4LdMc=
2,-5,j6MyJBM5YEGVeEeYhp8CYodRcyw=,4mQLQxtN/yOmWR2QU6BkgwaeNOk=
2,-2,elmU33ZOYO/56KzEbCvrG1y2bR4=,3pGVT4pAzT3A1WVJMLNODaot0H4=
2,-1,elmU33ZOYO/56KzEbCvrG1y2bR4=,RuPQI1i9cXcZFfQ7HIWMDja+o4w=
2,-4,elmU33ZOYO/56KzEbCvrG1y2bR4=,imEg5HmqCAEt0PnTTi+P2uHCJUY=
2,-3,elmU33ZOYO/56KzEbCvrG1y2bR4=,YHnwjB7uoQjUgB6KaaPMeurLfBU=
1,-5,j6MyJBM5YEGVeEeYhp8CYodRcyw=,sEXuWjrcBC3IV228eCdTF5pjDGU=
1,-3,elmU33ZOYO/56KzEbCvrG1y2bR4=,5jlik9WHabPEicNspAZMXyVcfck=
1,-1,elmU33ZOYO/56KzEbCvrG1y2bR4=,9jP4S4VmHCbW0RO/B8sdTVGbE+c=
1,-2,elmU33ZOYO/56KzEbCvrG1y2bR4=,I4mQf3HFdRLpTwut4i6nCvi3tCo=
0,-3,elmU33ZOYO/56KzEbCvrG1y2bR4=,iMsHTpKFVUBevvXKODBwp+UC9yk=
0,-2,elmU33ZOYO/56KzEbCvrG1y2bR4=,He/6VFIlDJZPnuph+/yRVMllmvg=
0,-1,elmU33ZOYO/56KzEbCvrG1y2bR4=,bcqHdRSPTey0/k+BltlIAafcr6I=
5,-3,j6MyJBM5YEGVeEeYhp8CYodRcyw=,WSj6H3CnwEtqSgv0bmJsYAPXJbA=
