-2,0,elmU33ZOYO/56KzEbCvrG1y2bR4=,L/j8crib55aYIK00NTqyJuvaMhE=
-2,1,K5B9cbZnc/bLZJgkrQDhramG02g=,jUt/mYi7WFtJy9UKTe1Fy5CyBE0=
-1,2,K5B9cbZnc/bLZJgkrQDhramG02g=,mJSUGIPvpuMs+trfCQogDBHbFSs=
-1,1,K5B9cbZnc/bLZJgkrQDhramG02g=,kpZMEiYyPpHiXB1EaYRn0qICEuk=
-1,0,K5B9cbZnc/bLZJgkrQDhramG02g=,jUt/mYi7WFtJy9UKTe1Fy5CyBE0=
-3,0,Ms2Wt5JfGL3xHPLrefWtobp+qQg=,xPqzoVTKp3SJ6FyBYyS9/TfcM6o=
-3,1,j6MyJBM5YEGVeEeYhp8CYodRcyw=,zwAWAE4eqtDKsUD1vr+oFROd25U=
-2,2,K5B9cbZnc/bLZJgkrQDhramG02g=,pTv7NTAHToWvjWQZpORzezvTIMs=
-1,3,K5B9cbZnc/bLZJgkrQDhramG02g=,jUt/mYi7WFtJy9UKTe1Fy5CyBE0=
-3,2,K5B9cbZnc/bLZJgkrQDhramG02g=,pc/VIOLa9JoW31RV5BIFCsdwunI=
