-15,6,ibhOg4xLomx8z4bRfj0ySfZjoZ8=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-15,7,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-13,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,imZdRrEMFHaUUepLsidRj+ogqGE=
-12,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-11,10,mdD2W823ss19ihsyLN35Ss7eI4w=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-12,10,mdD2W823ss19ihsyLN35Ss7eI4w=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-13,10,mdD2W823ss19ihsyLN35Ss7eI4w=,imZdRrEMFHaUUepLsidRj+ogqGE=
-11,9,mdD2W823ss19ihsyLN35Ss7eI4w=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-15,4,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-13,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,imZdRrEMFHaUUepLsidRj+ogqGE=
-14,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,imZdRrEMFHaUUepLsidRj+ogqGE=
-14,7,ibhOg4xLomx8z4bRfj0ySfZjoZ8=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-12,6,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-13,6,ibhOg4xLomx8z4bRfj0ySfZjoZ8=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-12,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-11,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-13,7,ibhOg4xLomx8z4bRfj0ySfZjoZ8=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-12,7,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-14,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,imZdRrEMFHaUUepLsidRj+ogqGE=
-11,7,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-11,6,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-14,6,ibhOg4xLomx8z4bRfj0ySfZjoZ8=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-14,4,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-13,5,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-13,4,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-14,3,yt/6kvHMKkR5EnmecTRqCUMym6U=,mHheaJDGnw9EbMUtXZFloehrOf4=
-11,5,2fhX2ZVdOx/WZQ0I91cc5LcC+2A=,blXTuidGQZXwooinf+S4GYFV910=
-12,5,2fhX2ZVdOx/WZQ0I91cc5LcC+2A=,blXTuidGQZXwooinf+S4GYFV910=
-14,5,YRh0ij1Fts92Ax+iYx96Wizg/RY=,4ozFrFAw50E2Si5a3eQ6vlG2FzA=
-12,4,2fhX2ZVdOx/WZQ0I91cc5LcC+2A=,blXTuidGQZXwooinf+S4GYFV910=
-11,4,2fhX2ZVdOx/WZQ0I91cc5LcC+2A=,blXTuidGQZXwooinf+S4GYFV910=
-13,3,yt/6kvHMKkR5EnmecTRqCUMym6U=,mHheaJDGnw9EbMUtXZFloehrOf4=
-14,2,yt/6kvHMKkR5EnmecTRqCUMym6U=,mHheaJDGnw9EbMUtXZFloehrOf4=
-13,2,yt/6kvHMKkR5EnmecTRqCUMym6U=,mHheaJDGnw9EbMUtXZFloehrOf4=
-12,3,yQ37NlGGomq4cDGReSt1+N2rtQQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-12,2,yQ37NlGGomq4cDGReSt1+N2rtQQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-11,2,yQ37NlGGomq4cDGReSt1+N2rtQQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-11,3,yQ37NlGGomq4cDGReSt1+N2rtQQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-10,5,/BN+FS2kUMUbOCGiDg64+cW3+BM=,blXTuidGQZXwooinf+S4GYFV910=
-8,5,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-9,5,/BN+FS2kUMUbOCGiDg64+cW3+BM=,blXTuidGQZXwooinf+S4GYFV910=
-9,3,U+vHkQ2VfAojvA2RWWOTtCaKwhQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-8,2,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-7,2,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-7,5,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-7,3,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-10,4,/BN+FS2kUMUbOCGiDg64+cW3+BM=,blXTuidGQZXwooinf+S4GYFV910=
-7,4,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-9,4,/BN+FS2kUMUbOCGiDg64+cW3+BM=,blXTuidGQZXwooinf+S4GYFV910=
-10,2,U+vHkQ2VfAojvA2RWWOTtCaKwhQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-9,2,U+vHkQ2VfAojvA2RWWOTtCaKwhQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-10,3,U+vHkQ2VfAojvA2RWWOTtCaKwhQ=,Ut13BLnZ90dod9Wf2sdtphVl9L4=
-8,3,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-8,4,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-10,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-9,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-7,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,gE3AYlguTk6QfREYIomubhxuypg=
-10,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-10,7,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-9,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,ojzQ3hyIRtS8XEpQKexQYFmWK4U=
-8,6,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-10,6,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-9,6,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-8,8,NVorTfaTVXRXBJx5a3nrslpYKkc=,gE3AYlguTk6QfREYIomubhxuypg=
-9,7,+mubk+JJeA/X6cqGp1j8lMpecTw=,blXTuidGQZXwooinf+S4GYFV910=
-7,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,gE3AYlguTk6QfREYIomubhxuypg=
-7,7,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-8,7,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-8,9,NVorTfaTVXRXBJx5a3nrslpYKkc=,gE3AYlguTk6QfREYIomubhxuypg=
-7,6,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-2,14,mdD2W823ss19ihsyLN35Ss7eI4w=,7uZTxXd2yMB9RMs7LDWZvWzlVhk=
-2,13,mdD2W823ss19ihsyLN35Ss7eI4w=,7uZTxXd2yMB9RMs7LDWZvWzlVhk=
-3,13,mdD2W823ss19ihsyLN35Ss7eI4w=,7uZTxXd2yMB9RMs7LDWZvWzlVhk=
-5,2,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-4,5,mdD2W823ss19ihsyLN35Ss7eI4w=,SDaUd4wRxRHAylXBuWejpLPhIGs=
-3,5,mdD2W823ss19ihsyLN35Ss7eI4w=,SDaUd4wRxRHAylXBuWejpLPhIGs=
-5,4,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-3,3,NVorTfaTVXRXBJx5a3nrslpYKkc=,qfcqy6c8Q1f6Td8E51A4OEfwI+g=
-6,3,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-6,2,NVorTfaTVXRXBJx5a3nrslpYKkc=,pCrTPJXv5TPh3WZn2THZKaXPbno=
-6,5,NVorTfaTVXRXBJx5a3nrslpYKkc=,Pjbz+8byghwLj7d4jSJ90SM+csQ=
-4,4,NVorTfaTVXRXBJx5a3nrslpYKkc=,SDaUd4wRxRHAylXBuWejpLPhIGs=
-4,3,NVorTfaTVXRXBJx5a3nrslpYKkc=,qfcqy6c8Q1f6Td8E51A4OEfwI+g=
-3,2,mdD2W823ss19ihsyLN35Ss7eI4w=,qfcqy6c8Q1f6Td8E51A4OEfwI+g=
