10,-6,RwU6VXigOjhZW5RUjB+fjrzA6R8=,6ONsrkcVZT2odTPE/5xv3xcLqwo=
9,-6,Ao19HdT3shLZxyPIv2cjL9ABcKA=,kLlBMRJce8U2RV3EHSqkSr4vtYI=
10,-7,Ao19HdT3shLZxyPIv2cjL9ABcKA=,jd8kCizUP0A4wslyt/8IFj1kd58=
9,-7,Ao19HdT3shLZxyPIv2cjL9ABcKA=,Ybeb9GHPbi2lNOqwt/uDKytwX1A=
7,-7,Ao19HdT3shLZxyPIv2cjL9ABcKA=,W2SPTyTnhfS/LrIpNxpkXJevGjo=
8,-7,Ao19HdT3shLZxyPIv2cjL9ABcKA=,Ybeb9GHPbi2lNOqwt/uDKytwX1A=
8,-6,Ao19HdT3shLZxyPIv2cjL9ABcKA=,kLlBMRJce8U2RV3EHSqkSr4vtYI=
5,-7,4TzBTvZiEaw8CvHM1dnYjfm4LA4=,IGCG1zkBA1Lxu/3zgo2YF654tI0=
6,-7,4TzBTvZiEaw8CvHM1dnYjfm4LA4=,W2SPTyTnhfS/LrIpNxpkXJevGjo=
7,-6,Ao19HdT3shLZxyPIv2cjL9ABcKA=,YDxquqpqU/KGMz0uov2PA96iRso=
5,-6,4TzBTvZiEaw8CvHM1dnYjfm4LA4=,xiJz7FTCyVIXei+1upm6wadOWoM=
6,-6,4TzBTvZiEaw8CvHM1dnYjfm4LA4=,YDxquqpqU/KGMz0uov2PA96iRso=
5,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,xiJz7FTCyVIXei+1upm6wadOWoM=
6,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,KEdlE63oO4l9ANWVz6V+SQyWtdc=
5,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,E0gsOfBxo1Cpb7ON6h2ze/74S08=
6,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,YDxquqpqU/KGMz0uov2PA96iRso=
2,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,x0KuJo8Mn1B74xMl/kBHgSjyMt0=
1,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,sO1NDzWHVlwzZ6Jj3xmJnSpYS0o=
4,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,xiJz7FTCyVIXei+1upm6wadOWoM=
1,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,4Ofbwqs3xCsGrr0QPGKnHbqXw1k=
3,-5,7OuRld7R8QFmmW4qVDGdfLTjOuo=,x0KuJo8Mn1B74xMl/kBHgSjyMt0=
4,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,E0gsOfBxo1Cpb7ON6h2ze/74S08=
2,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,rjoSlUDbP0Z9PmN7Ge/S3nxfGKA=
3,-4,7OuRld7R8QFmmW4qVDGdfLTjOuo=,rjoSlUDbP0Z9PmN7Ge/S3nxfGKA=
4,-3,Ao19HdT3shLZxyPIv2cjL9ABcKA=,E0gsOfBxo1Cpb7ON6h2ze/74S08=
3,-3,Ao19HdT3shLZxyPIv2cjL9ABcKA=,rjoSlUDbP0Z9PmN7Ge/S3nxfGKA=
4,-2,Ao19HdT3shLZxyPIv2cjL9ABcKA=,/Fl3IDsjHaJBgIcQRSR8lY36TOc=
3,-2,Ao19HdT3shLZxyPIv2cjL9ABcKA=,IeApAWwySbm6BmZKSJyVbAQrt7w=
1,-3,Ao19HdT3shLZxyPIv2cjL9ABcKA=,sO1NDzWHVlwzZ6Jj3xmJnSpYS0o=
1,-2,0f6/YmsHo3qijwRoXHZLIdtcdEk=,E8l8BKfoCvDGMsrGowuKp3ncVLQ=
2,-3,Ao19HdT3shLZxyPIv2cjL9ABcKA=,rjoSlUDbP0Z9PmN7Ge/S3nxfGKA=
2,-2,Ao19HdT3shLZxyPIv2cjL9ABcKA=,IeApAWwySbm6BmZKSJyVbAQrt7w=
10,-5,RwU6VXigOjhZW5RUjB+fjrzA6R8=,6ONsrkcVZT2odTPE/5xv3xcLqwo=
10,-4,yXYoduG6av7W8kwtqWwUiIFNgGk=,q/2QmSseODzNMC3KAnbVts3OUE4=
8,-5,Ao19HdT3shLZxyPIv2cjL9ABcKA=,kLlBMRJce8U2RV3EHSqkSr4vtYI=
9,-5,yXYoduG6av7W8kwtqWwUiIFNgGk=,kLlBMRJce8U2RV3EHSqkSr4vtYI=
10,-2,gkCpuVnHUX8kqhoSuwrzv70k50c=,bk7o9ZmAryEhWwe/N5tMKWxOHRo=
10,-3,yXYoduG6av7W8kwtqWwUiIFNgGk=,q/2QmSseODzNMC3KAnbVts3OUE4=
9,-4,yXYoduG6av7W8kwtqWwUiIFNgGk=,ZfnO8PWYKDCG7WA5F+1zGp7xWi0=
